success,num_layers,num_dp,num_pp,num_tp,num_mb,gbs,num_heads,hidden_size,seqlen,n_activated_experts,n_routed_experts,t_graph,t_lineage,t_schedule,t_vrf,t_total,sm,pm,error
True,32,16,4,8,2,512,32,4096,128,,,63.46551871299744,8.362359523773193,31.241725206375122,123.62671709060669,243.49774408340454,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm2_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,4,512,32,4096,128,,,108.92552185058594,26.29750108718872,57.20591187477112,269.6460688114166,496.46549248695374,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm4_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,8,512,32,4096,128,,,203.25905561447144,54.42406105995178,120.04819798469543,529.2737617492676,975.6301176548004,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,16,512,32,4096,128,,,386.18353962898254,106.74887228012085,234.23235845565796,1049.1637210845947,1915.648402929306,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm16_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,32,512,32,4096,128,,,770.7979347705841,292.0642046928406,498.7233724594116,2102.794321537018,3940.6446783542633,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm32_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,1,8,512,32,4096,128,,,26.47450304031372,7.267096757888794,13.48276972770691,60.275827169418335,115.61753010749817,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp1_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,2,8,512,32,4096,128,,,51.8970365524292,18.550417184829712,20.8341863155365,135.68093919754028,243.66415882110596,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp2_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,4,8,512,32,4096,128,,,105.14332747459412,16.299211978912354,55.18012022972107,261.48715138435364,471.8256185054779,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp4_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,8,512,32,4096,128,,,202.31432676315308,53.83258581161499,120.81432867050171,527.0954027175903,975.1744918823242,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,4,8,8,512,32,4096,128,,,28.291193962097168,8.32970643043518,12.947393417358398,58.664559841156006,115.22122168540955,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp4_tp8_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,8,4,8,8,512,32,4096,128,,,105.8328025341034,15.685137271881104,54.76176452636719,261.1419575214386,469.0915856361389,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp8_pp4_tp8_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,8,512,32,4096,128,,,200.27700662612915,53.07679581642151,117.77606248855591,528.6228592395782,968.3484148979187,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,32,4,8,8,512,32,4096,128,,,378.77076721191406,143.32008242607117,187.87535667419434,1183.4891333580017,2033.3993890285492,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp32_pp4_tp8_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,4,16,4,8,8,512,32,4096,128,,,28.659080743789673,7.7812113761901855,15.5292227268219,88.61055636405945,149.8236677646637,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly4_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm8_gbs512_ly4_h32_hi4096_sq128.pkl,[]
True,8,16,4,8,8,512,32,4096,128,,,51.178316593170166,19.025419235229492,34.40471816062927,128.86853551864624,250.46084332466125,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly8_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm8_gbs512_ly8_h32_hi4096_sq128.pkl,[]
True,16,16,4,8,8,512,32,4096,128,,,99.72444415092468,36.201743364334106,62.78391790390015,275.4795424938202,508.6882383823395,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly16_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm8_gbs512_ly16_h32_hi4096_sq128.pkl,[]
True,32,16,4,8,8,512,32,4096,128,,,206.17524242401123,54.19542574882507,120.75784230232239,529.1246695518494,981.3225157260895,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp16_pp4_tp8_nm8_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,2,2,2,512,32,4096,128,,,4.2006916999816895,0.7955076694488525,0.6871242523193359,6.6422858238220215,12.815742254257202,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,4,2,2,512,32,4096,128,,,3.6165571212768555,0.7939221858978271,0.6765661239624023,7.718920469284058,13.290863513946533,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp4_tp2_nm2_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,8,2,2,512,32,4096,128,,,3.77179217338562,0.8889057636260986,0.9615147113800049,6.314457654953003,12.405454158782959,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp8_tp2_nm2_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,16,2,2,512,32,4096,128,,,4.412138223648071,0.4961245059967041,1.1355247497558594,6.891130208969116,13.479992866516113,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp16_tp2_nm2_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,2,2,2,512,32,4096,128,,,4.240108489990234,0.8085455894470215,0.7055861949920654,6.729614496231079,12.977004051208496,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,2,2,2,1024,32,4096,128,,,4.253019094467163,0.8044133186340332,0.6691780090332031,6.751422166824341,12.977982997894287,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs1024_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs1024_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,2,2,2,2048,32,4096,128,,,4.481118679046631,0.8046972751617432,0.6828625202178955,6.7312421798706055,13.194211483001709,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs2048_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs2048_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,2,2,2,4096,32,4096,128,,,4.309506416320801,0.810291051864624,0.6850736141204834,6.747385263442993,13.051154613494873,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs4096_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs4096_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,2,2,2,512,8,4096,128,,,4.317582845687866,0.8195064067840576,0.6772639751434326,6.738349437713623,13.036766767501831,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h8_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h8_hi4096_sq128.pkl,[]
True,32,2,2,2,2,512,16,4096,128,,,4.197183609008789,0.7982187271118164,0.6882448196411133,6.757707118988037,12.924837827682495,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h16_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h16_hi4096_sq128.pkl,[]
True,32,2,2,2,2,512,32,4096,128,,,4.427680492401123,0.7950701713562012,0.6951541900634766,6.75413703918457,13.181726455688477,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,2,2,2,512,64,4096,128,,,4.347512722015381,0.8103454113006592,0.6822431087493896,6.732366323471069,13.04444932937622,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h64_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h64_hi4096_sq128.pkl,[]
True,32,2,2,2,2,512,128,4096,128,,,4.271991491317749,0.7980735301971436,0.6706662178039551,6.815462112426758,13.048221588134766,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h128_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h128_hi4096_sq128.pkl,[]
True,32,2,2,2,2,512,32,1024,128,,,4.296808242797852,0.7805490493774414,0.682908296585083,6.755551099777222,13.012517929077148,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi1024_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h32_hi1024_sq128.pkl,[]
True,32,2,2,2,2,512,32,4096,128,,,4.349681377410889,0.8514459133148193,0.7456603050231934,6.729201555252075,13.205164670944214,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi4096_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h32_hi4096_sq128.pkl,[]
True,32,2,2,2,2,512,32,8192,128,,,4.243421792984009,0.9082756042480469,0.7126860618591309,6.726586103439331,13.075490474700928,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi8192_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h32_hi8192_sq128.pkl,[]
True,32,2,2,2,2,512,32,16384,128,,,4.295443058013916,1.0687363147735596,0.6848196983337402,6.740575313568115,13.277862071990967,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs512_ly32_h32_hi16384_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs512_ly32_h32_hi16384_sq128.pkl,[]
True,32,2,2,2,2,32,32,128,128,,,4.470441579818726,0.7299752235412598,0.6819665431976318,6.783329486846924,13.151541948318481,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs32_ly32_h32_hi128_sq128.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs32_ly32_h32_hi128_sq128.pkl,[]
True,32,2,2,2,2,32,32,128,256,,,4.23510217666626,0.786841869354248,0.7090530395507812,6.69986367225647,12.908754110336304,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs32_ly32_h32_hi128_sq256.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs32_ly32_h32_hi128_sq256.pkl,[]
True,32,2,2,2,2,32,32,128,1024,,,4.312856197357178,0.741077184677124,0.6718075275421143,6.729151964187622,12.959182262420654,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs32_ly32_h32_hi128_sq1024.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs32_ly32_h32_hi128_sq1024.pkl,[]
True,32,2,2,2,2,32,32,128,4096,,,4.270425796508789,0.7630138397216797,0.6880772113800049,6.777123928070068,12.992790937423706,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs32_ly32_h32_hi128_sq4096.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs32_ly32_h32_hi128_sq4096.pkl,[]
True,32,2,2,2,2,32,32,128,8192,,,4.328246593475342,0.7447547912597656,0.7090604305267334,6.7059853076934814,12.98007583618164,gen_model/mgeners/llama3_default_dp1_pp1_tp1_nm1_gbs32_ly32_h32_hi128_sq8192.pkl,gen_model/mgeners/llama3_default_dp2_pp2_tp2_nm2_gbs32_ly32_h32_hi128_sq8192.pkl,[]
